,bathroomcnt,bedroomcnt,taxvaluedollarcnt,taxamount,calculatedfinishedsquarefeet,yearbuilt,fips
21454,2.5,4.0,536687.0,5712.34,2282.0,1995.0,6059.0
21455,3.0,4.0,722061.0,7325.46,2290.0,1989.0,6059.0
21456,0.0,0.0,49627.0,703.3,400.0,1950.0,6037.0
21457,2.5,3.0,274736.0,2905.46,1592.0,1988.0,6111.0
21458,2.5,3.0,425099.0,4320.42,1866.0,1990.0,6059.0
21459,2.0,3.0,969563.0,10732.36,1478.0,1972.0,6059.0
21460,2.0,2.0,1294443.0,13933.18,1893.0,1973.0,6059.0
21461,5.0,5.0,1084653.0,14224.47,4129.0,2003.0,6037.0
21462,4.0,4.0,735936.0,8318.44,2996.0,1993.0,6059.0
21463,3.0,4.0,423564.0,5318.82,2074.0,1985.0,6037.0
21464,3.0,3.0,494718.0,4954.08,1555.0,1986.0,6059.0
21465,1.0,3.0,205430.0,2578.04,1260.0,1917.0,6037.0
21466,2.0,2.0,74294.0,1468.49,1660.0,1938.0,6037.0
21467,2.5,3.0,345337.0,4366.22,1691.0,1997.0,6059.0
21468,2.0,4.0,321257.0,4499.23,1872.0,1991.0,6037.0
21469,2.0,3.0,517766.0,6367.51,1768.0,1959.0,6037.0
21470,1.0,2.0,643000.0,7124.21,1248.0,1946.0,6037.0
21471,1.0,5.0,32257.0,892.42,1048.0,1922.0,6037.0
21472,1.5,3.0,280167.0,3035.34,1377.0,1973.0,6111.0
21473,3.0,4.0,115934.0,1571.41,1938.0,1952.0,6037.0
21474,4.0,3.0,1044895.0,10665.66,2712.0,2013.0,6059.0
21475,1.0,2.0,320900.0,4041.2,1030.0,1927.0,6037.0
21476,2.0,2.0,354489.0,4294.02,1425.0,1941.0,6037.0
21477,2.0,2.0,102269.0,1301.95,1538.0,1938.0,6037.0
21478,3.5,3.0,900914.0,9383.98,2546.0,1973.0,6059.0
21479,2.0,4.0,847000.0,10419.19,2227.0,1927.0,6037.0
21480,2.0,5.0,69121.0,1079.87,1850.0,1964.0,6037.0
21481,2.5,4.0,795000.0,10408.56,2459.0,2002.0,6059.0
21482,3.0,5.0,952928.0,10139.3,2981.0,1998.0,6111.0
21483,1.0,3.0,1012000.0,12162.68,1370.0,1924.0,6037.0
21484,2.0,5.0,79066.0,1187.18,1850.0,1964.0,6037.0
21485,1.0,2.0,399716.0,5391.5,1155.0,1934.0,6037.0
21486,2.0,4.0,54609.0,855.69,1384.0,1979.0,6037.0
21487,1.0,2.0,40955.0,618.07,1317.0,1937.0,6037.0
21488,3.0,4.0,347527.0,2058.7,1703.0,2000.0,6059.0
21489,3.0,3.0,573381.0,6839.34,2630.0,1953.0,6037.0
21490,1.0,3.0,426009.0,5184.45,1225.0,1942.0,6037.0
21491,2.0,3.0,790000.0,9691.27,1841.0,1955.0,6037.0
21492,2.0,2.0,1233929.0,14589.39,1559.0,1940.0,6037.0
21493,2.5,3.0,374376.0,9169.32,1525.0,2010.0,6111.0
21494,3.0,4.0,710000.0,8676.22,2269.0,1985.0,6037.0
21495,3.0,4.0,371739.0,4803.45,2521.0,1973.0,6037.0
21496,3.0,3.0,94395.0,1548.31,1914.0,1953.0,6037.0
21497,2.0,3.0,331664.0,4087.91,1473.0,1941.0,6037.0
21498,3.0,4.0,799548.0,8747.44,2349.0,1972.0,6059.0
21499,4.0,4.0,605000.0,7550.87,2026.0,1955.0,6037.0
21500,2.0,4.0,362000.0,4333.46,1194.0,1964.0,6059.0
21501,3.0,3.0,1760000.0,21298.78,2577.0,1941.0,6037.0
21502,3.0,4.0,750000.0,7771.5,2356.0,2012.0,6059.0
21503,1.0,1.0,92355.0,1448.36,504.0,1964.0,6059.0
21504,3.0,4.0,233500.0,3648.6,2153.0,1990.0,6037.0
21505,2.0,5.0,1894866.0,22856.85,2586.0,1954.0,6037.0
21506,2.0,3.0,267146.0,3380.03,1232.0,1953.0,6037.0
21507,6.0,5.0,775576.0,9596.53,5271.0,1990.0,6037.0
21508,1.0,2.0,99291.0,1400.3,1074.0,1953.0,6037.0
21509,2.0,4.0,226994.0,3125.33,1720.0,1955.0,6037.0
21510,3.5,4.0,651587.0,6775.36,3406.0,1993.0,6059.0
21511,3.0,5.0,660175.0,8149.96,3142.0,1987.0,6037.0
21512,2.0,4.0,246228.0,3557.69,1376.0,1963.0,6037.0
21513,1.0,3.0,161662.0,2415.71,946.0,1942.0,6037.0
21514,2.0,3.0,795000.0,9161.71,1607.0,1932.0,6037.0
21515,3.0,4.0,797421.0,9791.45,2994.0,1995.0,6037.0
21516,4.5,4.0,706530.0,8420.04,3477.0,1979.0,6111.0
21517,2.0,4.0,455000.0,5737.32,1596.0,1955.0,6037.0
21518,2.0,4.0,640000.0,7744.58,1551.0,1949.0,6037.0
21519,2.0,2.0,405568.0,5183.32,1889.0,1948.0,6037.0
21520,2.0,3.0,48819.0,936.23,1455.0,1938.0,6037.0
21521,2.0,4.0,397610.0,4604.4,1578.0,1978.0,6111.0
21522,1.0,2.0,941136.0,11354.65,1139.0,1926.0,6037.0
21523,2.0,3.0,369500.0,4731.84,1061.0,1955.0,6037.0
21524,2.5,4.0,636000.0,6778.56,2125.0,1965.0,6111.0
21525,2.0,3.0,174483.0,2886.96,1298.0,1957.0,6059.0
21526,2.0,3.0,195561.0,2588.56,1597.0,1955.0,6111.0
21527,2.0,3.0,55753.0,1193.43,1494.0,1945.0,6037.0
21528,3.0,4.0,130860.0,2428.06,2518.0,1990.0,6059.0
21529,2.5,4.0,299100.0,3174.76,2271.0,1968.0,6111.0
21530,2.0,3.0,347615.0,4538.95,1780.0,1977.0,6037.0
21531,2.0,3.0,347615.0,4538.95,1780.0,1977.0,6037.0
21532,3.0,4.0,546269.0,6825.37,3381.0,1990.0,6037.0
21533,2.0,2.0,704162.0,8561.52,1715.0,1948.0,6037.0
21534,2.0,2.0,880000.0,10457.37,1702.0,1959.0,6037.0
21535,2.0,4.0,74899.0,1379.62,1675.0,1962.0,6059.0
21536,2.0,4.0,280408.0,3735.28,1596.0,1955.0,6037.0
21537,1.0,2.0,253704.0,3562.35,780.0,1921.0,6037.0
21538,1.0,2.0,139404.0,2400.1,1233.0,1950.0,6037.0
21539,3.0,4.0,1346193.0,15344.47,2128.0,1969.0,6037.0
21540,3.0,4.0,564429.0,6634.11,3102.0,1969.0,6037.0
21541,2.0,3.0,449247.0,5639.1,1500.0,1963.0,6037.0
21542,2.0,2.0,391380.0,4074.7,1092.0,1984.0,6059.0
21543,1.0,3.0,214832.0,2617.22,1103.0,1948.0,6037.0
21544,2.0,1.0,9120827.0,109468.98,1678.0,2002.0,6037.0
21545,1.0,2.0,148277.0,1921.01,816.0,1925.0,6037.0
21546,4.0,4.0,601100.0,7293.71,1890.0,2004.0,6037.0
21547,1.0,3.0,196289.0,2920.14,990.0,1915.0,6037.0
21548,2.0,3.0,49239.0,942.23,1325.0,1948.0,6037.0
21549,2.0,3.0,350140.0,4509.96,1266.0,1944.0,6037.0
21550,1.0,2.0,123666.0,1595.61,814.0,1947.0,6037.0
21551,2.0,3.0,196000.0,3163.06,1150.0,1986.0,6037.0
21552,3.0,3.0,638000.0,7213.02,2115.0,1996.0,6111.0
21553,2.0,3.0,196758.0,2357.32,1323.0,1963.0,6059.0
21554,1.0,3.0,60830.0,921.98,1024.0,1952.0,6037.0
21555,3.0,3.0,158467.0,2299.87,2024.0,1963.0,6037.0
21556,2.0,3.0,750762.0,8586.22,1818.0,1975.0,6059.0
21557,2.0,4.0,515000.0,6356.46,1486.0,1957.0,6037.0
21558,3.0,4.0,343937.0,5212.57,2407.0,1989.0,6037.0
21559,2.0,3.0,321056.0,3883.38,2500.0,1990.0,6037.0
21560,3.0,4.0,583366.0,6582.46,1866.0,1984.0,6111.0
21561,1.0,3.0,583768.0,6523.6,1454.0,1929.0,6037.0
21562,2.0,3.0,40953.0,867.24,1108.0,1951.0,6037.0
21563,2.0,4.0,65943.0,994.28,1599.0,1965.0,6059.0
21564,3.0,4.0,430721.0,4969.47,2407.0,1972.0,6037.0
21565,2.5,3.0,582112.0,6289.44,2984.0,1977.0,6059.0
21566,2.0,4.0,577914.0,6571.12,1673.0,1968.0,6059.0
21567,2.0,3.0,328921.0,4144.89,1769.0,1958.0,6037.0
21568,2.0,4.0,542000.0,5846.64,1960.0,1973.0,6111.0
21569,2.0,4.0,162712.0,2290.66,1515.0,1964.0,6059.0
21570,1.0,4.0,671084.0,8250.08,2438.0,1948.0,6037.0
21571,2.0,3.0,527929.0,6897.16,1232.0,1965.0,6037.0
21572,1.0,2.0,159143.0,2078.7,838.0,1925.0,6037.0
21573,2.0,3.0,373126.0,3863.32,1452.0,1978.0,6059.0
21574,2.0,3.0,2230037.0,26728.79,2606.0,1955.0,6037.0
21575,3.0,4.0,961175.0,11894.89,2908.0,1962.0,6037.0
21576,2.5,3.0,700522.0,7107.5,2264.0,1987.0,6059.0
21577,2.0,3.0,89105.0,1536.38,1790.0,1950.0,6037.0
21578,3.0,3.0,162738.0,2132.51,2567.0,1951.0,6037.0
21579,4.0,4.0,1370587.0,15437.75,2788.0,1971.0,6037.0
21580,3.0,4.0,131090.0,2623.93,2000.0,1987.0,6037.0
21581,2.0,2.0,77721.0,805.2,1329.0,1973.0,6059.0
21582,2.0,3.0,623706.0,8659.2,1886.0,1940.0,6037.0
21583,2.0,3.0,197000.0,3375.29,1336.0,1987.0,6037.0
21584,1.0,3.0,364463.0,4687.3,1188.0,1948.0,6037.0
21585,2.5,3.0,410955.0,4413.5,2651.0,1987.0,6111.0
21586,3.5,3.0,1104178.0,14955.8,2964.0,1996.0,6059.0
21587,2.0,3.0,348808.0,4238.72,1767.0,1972.0,6059.0
21588,2.0,3.0,803000.0,9139.36,1437.0,1955.0,6037.0
21589,3.0,3.0,835000.0,10718.96,2980.0,1990.0,6059.0
21590,3.0,4.0,121326.0,1589.78,2612.0,1972.0,6059.0
21591,1.0,2.0,453000.0,5320.31,890.0,1942.0,6037.0
21592,2.5,4.0,791000.0,8955.82,2210.0,2006.0,6059.0
21593,4.0,3.0,827928.0,9130.16,2128.0,1957.0,6037.0
21594,3.0,3.0,500852.0,6299.03,2616.0,1984.0,6037.0
21595,1.0,3.0,341450.0,4509.02,918.0,1953.0,6037.0
21596,2.0,3.0,702158.0,7910.22,1487.0,1965.0,6059.0
21597,3.5,4.0,643436.0,6637.02,2743.0,1972.0,6059.0
21598,2.5,4.0,674071.0,7572.44,2373.0,1965.0,6059.0
21599,2.0,3.0,534021.0,5687.46,1422.0,1970.0,6111.0
21600,1.0,2.0,344835.0,3742.48,1026.0,1949.0,6037.0
21601,2.0,2.0,424247.0,5022.76,1413.0,1950.0,6037.0
21602,3.0,3.0,1719847.0,20869.38,2949.0,1955.0,6037.0
21603,3.0,4.0,620058.0,7816.58,2319.0,1995.0,6037.0
21604,2.0,4.0,432367.0,5229.89,1383.0,1955.0,6037.0
21605,3.0,4.0,1144928.0,13159.82,3285.0,1998.0,6059.0
21606,2.5,4.0,401918.0,4085.84,2269.0,1977.0,6059.0
21607,3.0,3.0,629372.0,7629.8,2825.0,1989.0,6059.0
21608,4.0,4.0,321164.0,3729.0,2961.0,1959.0,6111.0
21609,1.0,2.0,812200.0,9887.72,1298.0,1911.0,6037.0
21610,1.0,1.0,115230.0,1759.23,800.0,1954.0,6037.0
21611,4.0,4.0,757831.0,9189.99,2891.0,2007.0,6037.0
21612,1.0,2.0,385000.0,4664.33,984.0,1924.0,6037.0
21613,2.0,3.0,418000.0,5317.13,1248.0,1949.0,6037.0
21614,3.0,3.0,587000.0,7303.58,2336.0,1952.0,6037.0
21615,1.0,2.0,217558.0,2972.83,516.0,1920.0,6037.0
21616,1.0,1.0,56559.0,820.02,1036.0,1957.0,6037.0
21617,1.0,2.0,478587.0,5309.82,838.0,1939.0,6037.0
21618,2.0,3.0,103712.0,1920.46,1379.0,1952.0,6037.0
21619,1.0,3.0,324551.0,3968.45,1006.0,1955.0,6037.0
21620,2.0,2.0,264846.0,3369.7,1685.0,1936.0,6037.0
21621,3.0,4.0,87877.0,1326.84,2020.0,1928.0,6037.0
21622,2.0,2.0,888343.0,9639.6,1105.0,1944.0,6037.0
21623,1.0,3.0,414212.0,5115.54,927.0,1950.0,6037.0
21624,3.0,3.0,687348.0,8404.51,2504.0,2001.0,6037.0
21625,2.0,5.0,38680.0,715.37,2896.0,1905.0,6037.0
21626,4.0,4.0,1642000.0,18919.18,2457.0,1948.0,6037.0
21627,3.5,4.0,878968.0,10857.58,3231.0,1988.0,6111.0
21628,2.0,3.0,654276.0,7351.39,1372.0,1955.0,6037.0
21629,3.0,4.0,395304.0,4979.21,1748.0,1962.0,6037.0
21630,3.0,4.0,328296.0,4827.4,2537.0,1993.0,6037.0
21631,2.0,3.0,483705.0,5167.46,2274.0,1976.0,6111.0
21632,2.0,4.0,1462000.0,16730.64,2467.0,1932.0,6037.0
21633,3.0,5.0,125261.0,1904.0,2625.0,1961.0,6037.0
21634,3.0,4.0,495338.0,5885.03,2972.0,1981.0,6037.0
21635,1.0,3.0,267294.0,3438.57,1218.0,1954.0,6037.0
21636,3.0,2.0,1014000.0,12214.26,1576.0,1943.0,6037.0
21637,3.0,4.0,538000.0,7148.82,2817.0,2003.0,6037.0
21638,2.5,4.0,98707.0,1343.64,2217.0,1972.0,6059.0
21639,2.5,4.0,98707.0,1343.64,2217.0,1972.0,6059.0
21640,4.0,5.0,1314944.0,14603.18,1634.0,1952.0,6037.0
21641,1.0,2.0,152289.0,1918.45,768.0,1926.0,6037.0
21642,3.5,4.0,1615417.0,17228.54,3100.0,2000.0,6059.0
21643,2.0,2.0,228431.0,4945.91,1320.0,1956.0,6037.0
21644,3.0,3.0,225707.0,2888.25,1564.0,1947.0,6037.0
21645,3.0,5.0,870746.0,9339.1,2781.0,1978.0,6111.0
21646,2.0,2.0,234100.0,2886.81,1469.0,1953.0,6037.0
21647,3.0,4.0,333425.0,4503.05,1752.0,1986.0,6037.0
21648,2.0,3.0,174930.0,2150.11,1243.0,1953.0,6037.0
21649,1.0,2.0,80932.0,1206.16,986.0,1943.0,6037.0
21650,3.0,5.0,323707.0,4043.12,2447.0,1970.0,6037.0
21651,3.0,4.0,175528.0,2330.79,2083.0,1977.0,6037.0
21652,2.5,3.0,470000.0,5155.68,1821.0,2001.0,6111.0
21653,3.5,4.0,521009.0,5971.64,2267.0,1961.0,6059.0
21654,2.0,4.0,63181.0,970.9,1950.0,1930.0,6059.0
21655,5.0,5.0,812000.0,9285.68,3307.0,2001.0,6111.0
21656,1.0,3.0,395946.0,2685.29,1056.0,1941.0,6037.0
21657,1.0,2.0,632500.0,7678.43,900.0,1948.0,6037.0
21658,4.0,5.0,2441075.0,25847.81,3565.0,2007.0,6037.0
21659,1.0,1.0,577270.0,6992.82,1178.0,1929.0,6037.0
21660,3.0,4.0,389489.0,4839.47,2206.0,1964.0,6037.0
21661,2.0,3.0,312650.0,3935.24,1705.0,1945.0,6059.0
21662,2.0,3.0,256259.0,3279.73,1227.0,1949.0,6037.0
21663,2.0,3.0,180935.0,2325.0,969.0,1964.0,6037.0
21664,2.0,4.0,427000.0,5206.01,1508.0,1944.0,6037.0
21665,2.0,3.0,2308816.0,24579.64,1930.0,1969.0,6059.0
21666,3.0,4.0,716201.0,6896.72,2269.0,1994.0,6059.0
21667,1.0,3.0,63738.0,897.84,1040.0,1950.0,6037.0
21668,4.0,4.0,869901.0,10628.77,3718.0,1992.0,6037.0
21669,2.0,2.0,84653.0,1103.35,1910.0,1965.0,6037.0
21670,2.0,4.0,180579.0,2434.07,1584.0,1956.0,6037.0
21671,3.0,4.0,395797.0,5079.66,2309.0,1960.0,6037.0
21672,2.0,4.0,676532.0,8331.84,2938.0,1960.0,6037.0
21673,2.0,3.0,403194.0,4858.12,1466.0,1956.0,6059.0
21674,2.0,3.0,405688.0,6184.48,1498.0,1988.0,6037.0
21675,1.0,2.0,326000.0,4393.94,944.0,1941.0,6037.0
21676,2.0,4.0,77208.0,1437.43,2297.0,1939.0,6037.0
21677,3.0,3.0,174499.0,2217.31,2327.0,1954.0,6037.0
21678,2.0,2.0,215990.0,2677.34,1644.0,1936.0,6059.0
21679,3.5,5.0,736786.0,8475.22,3165.0,2003.0,6111.0
21680,2.0,4.0,215695.0,2607.04,1554.0,1976.0,6059.0
21681,2.0,4.0,124231.0,1754.67,1710.0,1956.0,6037.0
21682,2.0,3.0,101404.0,2080.95,1227.0,1956.0,6037.0
21683,2.0,3.0,480000.0,5306.46,1508.0,1955.0,6059.0
21684,2.0,3.0,654835.0,7656.05,1724.0,1947.0,6037.0
21685,5.0,6.0,1304082.0,15910.16,6251.0,1939.0,6037.0
21686,4.0,3.0,1124001.0,13497.3,2878.0,1989.0,6059.0
21687,2.5,4.0,1143506.0,12275.54,2476.0,1964.0,6059.0
21688,1.0,2.0,244452.0,3081.63,970.0,1928.0,6037.0
21689,2.0,4.0,59397.0,959.58,1517.0,1954.0,6059.0
21690,4.5,3.0,3328754.0,37402.92,4995.0,2007.0,6059.0
21691,3.0,4.0,622571.0,7186.98,1668.0,1953.0,6037.0
21692,2.5,4.0,304233.0,3560.46,1632.0,1962.0,6111.0
21693,1.0,2.0,220200.0,2777.84,675.0,1952.0,6037.0
21694,2.0,4.0,347848.0,4316.41,1800.0,1954.0,6037.0
21695,4.5,5.0,1563072.0,17048.42,3871.0,1998.0,6059.0
21696,2.0,3.0,428014.0,4973.34,2374.0,1959.0,6059.0
21697,2.0,3.0,673000.0,7738.88,1536.0,1969.0,6059.0
21698,2.0,3.0,488209.0,5941.48,1547.0,1964.0,6037.0
21699,3.0,4.0,446000.0,7022.73,2520.0,2003.0,6037.0
21700,5.0,4.0,1831032.0,22138.53,3245.0,1952.0,6037.0
21701,3.0,4.0,483024.0,6971.5,1975.0,1996.0,6059.0
21702,2.0,4.0,359000.0,4476.55,1396.0,1966.0,6037.0
21703,2.0,3.0,393000.0,5045.77,1014.0,1950.0,6037.0
21704,2.5,3.0,692517.0,8419.1,1651.0,1998.0,6059.0
21705,2.0,3.0,332340.0,4096.45,1872.0,1961.0,6037.0
21706,2.0,3.0,346553.0,4534.4,1637.0,1946.0,6037.0
21707,1.0,3.0,222319.0,2199.1,972.0,1955.0,6059.0
21708,2.0,4.0,67255.0,856.71,1378.0,1959.0,6037.0
21709,4.0,4.0,927577.0,10201.3,3143.0,2002.0,6111.0
21710,5.0,5.0,1885425.0,22717.86,3898.0,1941.0,6037.0
21711,2.0,3.0,90330.0,1226.62,1691.0,1929.0,6037.0
21712,2.5,4.0,329399.0,4304.14,2240.0,1994.0,6059.0
21713,2.0,4.0,202261.0,2954.34,1638.0,1964.0,6037.0
21714,4.0,4.0,564362.0,7683.5,4713.0,2003.0,6037.0
21715,2.0,2.0,553000.0,5982.78,1583.0,1981.0,6111.0
21716,3.0,3.0,1244696.0,14186.7,2046.0,1939.0,6037.0
21717,2.0,3.0,439802.0,5735.22,1318.0,1955.0,6037.0
21718,3.5,5.0,736317.0,7471.24,3418.0,1997.0,6059.0
21719,2.5,3.0,596557.0,5986.14,2296.0,1984.0,6059.0
21720,2.0,3.0,147787.0,2104.07,2284.0,1960.0,6037.0
21721,1.0,3.0,318089.0,3826.16,1237.0,1952.0,6037.0
21722,1.5,4.0,486420.0,7820.6,1567.0,1959.0,6059.0
21723,2.0,5.0,384000.0,4750.83,1377.0,1922.0,6037.0
21724,2.0,4.0,83540.0,1170.16,1601.0,1951.0,6037.0
21725,2.0,3.0,312033.0,4553.09,1676.0,1956.0,6037.0
21726,2.0,4.0,273826.0,3457.73,1886.0,1959.0,6037.0
21727,2.0,3.0,449376.0,5537.53,1856.0,1953.0,6037.0
21728,3.0,3.0,330941.0,4426.94,1496.0,1984.0,6037.0
21729,3.0,4.0,117462.0,1697.57,2628.0,1959.0,6037.0
21730,3.0,4.0,428015.0,4279.08,3347.0,1980.0,6059.0
21731,2.0,5.0,800000.0,8752.22,2436.0,1964.0,6059.0
21732,2.0,4.0,65145.0,1085.06,1612.0,1964.0,6111.0
21733,2.0,3.0,338070.0,4246.66,1954.0,1977.0,6037.0
21734,2.0,3.0,753908.0,8579.47,1862.0,1954.0,6037.0
21735,2.0,3.0,52899.0,4702.34,1084.0,1960.0,6037.0
21736,2.0,4.0,510958.0,6171.66,2202.0,1976.0,6111.0
21737,5.0,5.0,1604041.0,19396.74,3860.0,2005.0,6037.0
21738,2.0,4.0,109099.0,1228.53,1474.0,1964.0,6037.0
21739,2.0,3.0,214340.0,3497.97,1675.0,1991.0,6037.0
21740,4.0,5.0,922250.0,10735.81,4726.0,1987.0,6037.0
21741,1.0,2.0,411407.0,5253.86,1365.0,1908.0,6037.0
21742,1.0,2.0,36821.0,588.1,944.0,1941.0,6037.0
21743,4.0,6.0,721949.0,7924.82,3496.0,1964.0,6059.0
21744,1.0,2.0,529863.0,6402.55,1032.0,1930.0,6037.0
21745,4.0,4.0,970268.0,10849.34,2730.0,1997.0,6059.0
21746,2.0,3.0,89628.0,1302.97,1677.0,1972.0,6037.0
21747,2.0,3.0,199000.0,3432.27,1524.0,1990.0,6037.0
21748,3.0,3.0,297714.0,4453.2,2510.0,2004.0,6037.0
21749,2.0,3.0,323844.0,3757.6,1252.0,1959.0,6111.0
21750,2.0,3.0,816000.0,9297.21,1658.0,1960.0,6037.0
21751,2.0,2.0,86111.0,994.97,1525.0,1938.0,6037.0
21752,2.0,5.0,69428.0,1110.52,1750.0,1950.0,6037.0
21753,2.0,3.0,160260.0,2302.49,999.0,1930.0,6037.0
21754,2.0,2.0,94905.0,1086.96,1578.0,1939.0,6037.0
21755,1.0,3.0,34500.0,974.98,1088.0,1952.0,6037.0
21756,1.0,2.0,381000.0,4761.52,1067.0,1950.0,6037.0
21757,5.5,5.0,1838268.0,19763.46,6031.0,2010.0,6111.0
21758,2.0,2.0,156345.0,2740.14,1318.0,1986.0,6037.0
21759,2.0,3.0,488240.0,5133.44,1727.0,1977.0,6111.0
21760,3.0,4.0,815862.0,9861.47,2988.0,2004.0,6037.0
21761,1.0,3.0,306398.0,4069.37,1119.0,1950.0,6037.0
21762,1.0,3.0,447999.0,5176.37,1140.0,1954.0,6037.0
21763,2.5,4.0,758665.0,8426.34,2738.0,2000.0,6111.0
21764,4.0,5.0,1051000.0,11575.59,3119.0,1947.0,6037.0
21765,2.0,3.0,121927.0,1656.25,1260.0,1962.0,6037.0
21766,1.0,2.0,347350.0,4277.55,704.0,1949.0,6037.0
21767,2.0,4.0,616000.0,7444.98,2015.0,1975.0,6037.0
21768,4.0,5.0,873643.0,10148.76,3540.0,1964.0,6037.0
21769,2.0,3.0,69781.0,1720.23,1026.0,1970.0,6037.0
21770,1.0,1.0,136893.0,2022.64,1022.0,1941.0,6037.0
21771,2.0,2.0,1648488.0,19286.45,1305.0,1951.0,6037.0
21772,2.5,4.0,74741.0,1089.88,1659.0,1964.0,6059.0
21773,1.0,2.0,245127.0,3488.13,832.0,1935.0,6037.0
21774,2.0,3.0,660000.0,8096.32,1700.0,1962.0,6037.0
21775,4.0,5.0,1365000.0,16650.55,3663.0,1957.0,6037.0
21776,2.0,4.0,364080.0,4432.08,1177.0,1959.0,6037.0
21777,1.0,1.0,275028.0,3439.82,1056.0,1923.0,6037.0
21778,2.0,2.0,319266.0,3840.14,1151.0,1976.0,6059.0
21779,2.0,4.0,262966.0,3373.94,2186.0,1964.0,6037.0
21780,3.0,3.0,234980.0,3274.97,2497.0,1944.0,6037.0
21781,1.0,2.0,337969.0,4097.67,925.0,1928.0,6037.0
21782,2.0,2.0,456959.0,5038.34,1526.0,1941.0,6037.0
21783,2.0,3.0,392836.0,5024.83,1533.0,1950.0,6037.0
21784,2.0,3.0,454832.0,5812.19,1441.0,1958.0,6037.0
21785,2.0,3.0,428463.0,4979.43,1496.0,1962.0,6037.0
21786,2.0,3.0,4061000.0,50839.45,2325.0,1936.0,6037.0
21787,2.0,3.0,135731.0,2052.06,1893.0,1949.0,6037.0
21788,2.0,3.0,83406.0,1038.39,1321.0,1948.0,6037.0
21789,1.0,3.0,191224.0,2416.77,1110.0,1940.0,6037.0
21790,2.0,2.0,127743.0,1806.39,1568.0,1948.0,6037.0
21791,1.0,2.0,343815.0,4623.65,961.0,1923.0,6037.0
21792,2.0,3.0,218677.0,2304.32,1480.0,1971.0,6059.0
21793,2.5,3.0,746887.0,8452.5,1784.0,1989.0,6059.0
21794,1.0,3.0,173843.0,2178.36,1656.0,1902.0,6037.0
21795,2.0,3.0,112328.0,2238.07,1630.0,1956.0,6037.0
21796,3.0,3.0,610096.0,7802.46,2498.0,1985.0,6037.0
21797,3.0,3.0,476849.0,4845.6,3210.0,1993.0,6059.0
21798,2.0,5.0,78574.0,1135.02,1651.0,1963.0,6059.0
21799,6.0,5.0,1430519.0,19072.07,4985.0,2010.0,6037.0
21800,1.0,2.0,240614.0,3036.86,1302.0,1905.0,6037.0
21801,2.0,3.0,217822.0,2651.98,1337.0,1954.0,6037.0
21802,1.0,3.0,77252.0,1225.08,1082.0,1950.0,6037.0
21803,1.0,3.0,352078.0,3709.34,1019.0,1952.0,6111.0
21804,2.0,2.0,432369.0,5327.42,1538.0,1954.0,6037.0
21805,1.0,3.0,66194.0,905.76,1080.0,1952.0,6037.0
21806,2.0,3.0,162979.0,2132.38,1551.0,1948.0,6037.0
21807,2.0,4.0,91240.0,976.02,1534.0,1961.0,6111.0
21808,4.0,5.0,166373.0,7142.62,3563.0,2004.0,6037.0
21809,2.0,1.0,420527.0,4424.44,1300.0,1964.0,6059.0
21810,5.0,7.0,1158006.0,14103.28,5727.0,1978.0,6037.0
21811,6.0,5.0,2272121.0,24121.04,6646.0,1979.0,6059.0
21812,3.0,4.0,495842.0,5854.56,2307.0,1975.0,6037.0
21813,1.0,3.0,69532.0,1063.16,1031.0,1950.0,6037.0
21814,2.0,3.0,411286.0,4590.46,1714.0,1971.0,6059.0
21815,6.0,5.0,4887723.0,53563.79,6338.0,1989.0,6037.0
21816,1.0,2.0,483000.0,5835.06,940.0,1950.0,6037.0
21817,3.0,4.0,600652.0,9893.06,2461.0,1998.0,6037.0
21818,2.0,4.0,302790.0,3187.68,1808.0,1976.0,6059.0
21819,2.0,4.0,392673.0,4982.48,1802.0,1953.0,6037.0
21820,3.0,4.0,771590.0,10305.46,2239.0,1999.0,6059.0
21821,2.0,4.0,276000.0,4271.58,1743.0,1989.0,6037.0
21822,2.0,4.0,316959.0,3784.28,1891.0,1976.0,6111.0
21823,3.0,4.0,526623.0,6051.02,2728.0,1980.0,6059.0
21824,2.0,3.0,145418.0,2501.36,1461.0,1979.0,6037.0
21825,5.5,5.0,1811717.0,18900.1,5209.0,2000.0,6059.0
21826,2.0,3.0,441761.0,5309.65,1108.0,1921.0,6037.0
21827,2.0,3.0,217461.0,4406.15,1851.0,2006.0,6037.0
21828,3.5,2.0,1195230.0,13351.84,3053.0,1989.0,6059.0
21829,2.0,3.0,157812.0,2831.36,1602.0,1994.0,6037.0
21830,2.0,3.0,1510000.0,16792.06,1398.0,1946.0,6037.0
21831,6.5,5.0,2755000.0,29151.22,6390.0,1998.0,6111.0
21832,2.0,3.0,53173.0,1002.94,1496.0,1950.0,6037.0
21833,1.0,2.0,250679.0,3642.02,928.0,1929.0,6037.0
21834,2.0,5.0,1490000.0,17232.5,3084.0,1922.0,6037.0
21835,1.0,2.0,584611.0,6729.56,1028.0,1950.0,6059.0
21836,3.0,4.0,605244.0,8483.12,2609.0,1995.0,6059.0
21837,2.0,3.0,384779.0,4776.08,1047.0,1954.0,6037.0
21838,3.5,5.0,1006754.0,11309.1,3137.0,1978.0,6111.0
21839,5.0,4.0,2690733.0,29842.54,4135.0,1993.0,6037.0
21840,2.0,3.0,358482.0,4290.2,1325.0,1917.0,6059.0
